Concept	Group	Property	Object	min	max	Group operator
:LE_9176	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9177	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9178	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9179	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_918	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9180	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9181	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9182	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9183	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9184	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9185	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9186	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9187	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9188	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9189	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_919	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9190	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9191	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9192	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9193	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9194	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9195	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9196	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9197	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9198	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9199	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_92	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_920	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9200	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9201	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9202	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9203	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9204	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9205	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9206	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9207	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9208	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9209	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_921	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9210	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9211	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9212	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9213	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9214	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9215	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9216	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9217	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9218	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9219	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_922	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9220	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9221	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9222	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9223	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9224	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9225	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9226	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9227	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9228	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9229	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_923	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9230	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9231	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9232	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9233	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9234	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9235	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9236	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9237	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9238	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9239	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_924	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9240	0	im:SN_116680003	:CM_Consultation			and
:LE_9241	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9242	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9243	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9244	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9245	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9246	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9247	0	im:SN_116680003	:CM_EmailConsultation			and
:LE_9248	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9249	0	im:SN_116680003	:CM_EncounterUsingDevice			and
:LE_925	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9250	0	im:SN_116680003	:CM_EmailConsultation			and
:LE_9251	0	im:SN_116680003	:CM_EmailConsultation			and
:LE_9252	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9253	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9254	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9255	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9256	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9257	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9258	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_9259	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_926	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9260	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_9261	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_9262	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9263	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9264	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9265	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9266	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9267	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_9268	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_9269	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_927	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9270	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9271	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9272	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9273	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9274	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9275	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9276	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9277	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9278	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9279	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_928	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9280	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9281	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9282	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9283	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9284	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9285	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9286	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9287	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9288	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9289	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_929	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9290	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9291	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9292	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9293	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9294	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9295	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9296	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9297	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9298	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9299	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_93	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_930	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9300	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9301	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9302	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9303	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9304	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9305	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9306	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9307	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9308	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9309	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_931	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9310	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9311	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9312	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9313	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9314	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9315	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9316	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9317	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9318	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9319	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_932	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9320	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9321	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9322	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9323	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9324	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9325	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9326	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9327	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9328	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9329	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_933	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9330	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9331	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9332	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9333	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9334	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9335	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9336	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9337	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9338	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9339	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_934	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9340	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9341	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9342	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9343	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9344	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9345	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9346	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9347	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9348	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9349	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_935	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9350	0	im:SN_116680003	:CM_Consultation			and
:LE_9351	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9352	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9353	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9354	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9355	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9356	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9357	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9358	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9359	0	im:SN_116680003	:CM_EmailConsultation			and
:LE_936	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9360	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_9361	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9362	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9363	0	im:SN_116680003	:CM_VideoConsultation			and
:LE_9364	0	im:SN_116680003	:CM_VideoConsultation			and
:LE_9365	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_9366	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9367	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9368	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9369	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_937	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9370	0	im:SN_116680003	:CM_EncounterUsingDevice			and
:LE_9371	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9372	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9373	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9374	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9375	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9376	0	im:SN_116680003	:CM_EncounterUsingDevice			and
:LE_9377	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9378	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9379	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_938	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9380	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9381	0	im:SN_116680003	:CM_Consultation			and
:LE_9382	0	im:SN_116680003	:CM_EmailConsultation			and
:LE_9383	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9384	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9385	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9386	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9387	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9388	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9389	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_939	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9390	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9391	0	im:SN_116680003	:CM_NightVisit			and
:LE_9392	0	im:SN_116680003	:CM_HomeVisit			and
:LE_9393	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9394	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9395	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9396	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9397	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9398	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9399	0	im:SN_116680003	:CM_HomeVisit			and
:LE_94	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_940	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9400	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9401	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9402	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9403	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9404	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9405	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9406	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9407	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9408	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9409	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_941	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9410	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9411	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9412	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9413	0	im:SN_116680003	:CM_DidNotAttendEncounter			and
:LE_9414	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9415	0	im:SN_116680003	:CM_HomeVisit			and
:LE_9416	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9417	0	im:SN_116680003	:CM_EmailConsultation			and
:LE_9418	0	im:SN_116680003	:CM_HomeVisit			and
:LE_9419	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_942	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9420	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9421	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9422	0	im:SN_116680003	:CM_HomeVisit			and
:LE_9423	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9424	0	im:SN_116680003	:CM_ThirdPartyConsultation			and
:LE_9425	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9426	0	im:SN_116680003	:CM_ThirdPartyConsultation			and
:LE_9427	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9428	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9429	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_943	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9430	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9431	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9432	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9433	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9434	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9435	0	im:SN_116680003	:CM_Consultation			and
:LE_9436	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9437	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9438	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9439	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_944	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9440	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9441	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9442	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9443	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9444	0	im:SN_116680003	:CM_NightVisit			and
:LE_9445	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9446	0	im:SN_116680003	:CM_HomeVisit			and
:LE_9447	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9448	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9449	0	im:SN_116680003	:CM_DidNotAttendEncounter			and
:LE_945	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9450	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9451	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9452	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9453	0	im:SN_116680003	:CM_HomeVisit			and
:LE_9454	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9455	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_9456	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_9457	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9458	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9459	0	im:SN_116680003	:CM_DidNotAttendEncounter			and
:LE_946	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9460	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9461	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9462	0	im:SN_116680003	:CM_NightVisit			and
:LE_9463	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9464	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9465	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9466	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9467	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9468	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9469	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_947	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9470	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9471	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9472	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9473	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9474	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9475	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9476	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9477	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9478	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9479	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_948	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9480	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9481	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9482	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9483	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9484	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9485	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9486	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9487	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9488	0	im:SN_116680003	:CM_NightVisit			and
:LE_9489	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_949	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9490	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9491	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9492	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9493	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9494	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9495	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9496	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9497	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9498	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9499	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_95	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_950	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9500	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9501	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9502	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9503	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9504	0	im:SN_116680003	:CM_NightVisit			and
:LE_9505	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9506	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9507	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9508	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9509	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_951	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9510	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9511	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9512	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9513	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9514	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9515	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9516	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9517	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9518	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9519	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_952	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9520	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9521	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9522	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9523	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9524	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9525	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9526	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9527	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9528	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9529	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_953	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9530	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9531	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9532	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9533	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9534	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9535	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9536	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9537	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9538	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9539	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_954	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9540	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9541	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9542	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_9543	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9544	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9545	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9546	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9547	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9548	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9549	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_955	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9550	0	im:SN_116680003	:CM_NoteEncounter			and
